  0.000000000  0.000000000  0.000000000       4
       1       5    6.066319441    7.695057700
       1       6    9.031801790   10.796191838
       1       7    9.031801790   10.796191838
       1       8    9.031801790   10.796191838
  0.000000000  0.000000000  0.250000000       4
       1       5    6.963706553    8.537510304
       1       6   10.100404010   11.829897738
       1       7   10.100404010   11.829897738
       1       8   11.573192178   13.084620543
  0.000000000  0.000000000 -0.500000000       4
       1       5    6.401965918    7.870300948
       1       6   10.324821134   12.019418543
       1       7   10.324821134   12.019418543
       1       8   13.182130368   14.501047688
  0.000000000  0.000000000 -0.250000000       4
       1       5    6.963706553    8.537510304
       1       6   10.100404010   11.829897738
       1       7   10.100404010   11.829897738
       1       8   11.573192178   13.084620543
  0.000000000  0.250000000  0.000000000       4
       1       5    6.963706553    8.537510304
       1       6   10.100404010   11.829897738
       1       7   10.100404010   11.829897738
       1       8   11.573192178   13.084620543
  0.000000000  0.250000000  0.250000000       4
       1       5    7.467479152    8.959279126
       1       6    8.805859070   10.212197745
       1       7   12.274688426   14.186989776
       1       8   12.274688426   14.186989776
  0.000000000  0.250000000  0.500000000       4
       1       5    7.747557118    9.137181956
       1       6   10.220087742   11.615681087
       1       7   11.995733164   13.544210373
       1       8   12.721294805   14.598699835
  0.000000000  0.250000000 -0.250000000       4
       1       5    8.225570084    9.783410197
       1       6   11.040115643   12.468877254
       1       7   11.181502346   12.876099755
       1       8   11.758710141   13.186476683
  0.000000000 -0.500000000  0.000000000       4
       1       5    6.401965918    7.870300948
       1       6   10.324821134   12.019418543
       1       7   10.324821134   12.019418543
       1       8   13.182130368   14.501047688
  0.000000000  0.500000000  0.250000000       4
       1       5    7.747557118    9.137181956
       1       6   10.220087742   11.615681088
       1       7   11.995733164   13.544210380
       1       8   12.721294805   14.598699835
  0.000000000 -0.500000000 -0.500000000       4
       1       5    7.230083066    8.356431981
       1       6    7.300200379    8.572463878
       1       7   15.979539343   18.039751995
       1       8   15.979539343   18.039751995
  0.000000000 -0.500000000 -0.250000000       4
       1       5    7.747557118    9.137181955
       1       6   10.220087742   11.615681088
       1       7   11.995733164   13.544210379
       1       8   12.721294805   14.598699835
  0.000000000 -0.250000000  0.000000000       4
       1       5    6.963706553    8.537510304
       1       6   10.100404010   11.829897738
       1       7   10.100404010   11.829897738
       1       8   11.573192178   13.084620543
  0.000000000 -0.250000000  0.250000000       4
       1       5    8.225570084    9.783410198
       1       6   11.040115643   12.468877268
       1       7   11.181502346   12.876099755
       1       8   11.758710141   13.186476686
  0.000000000 -0.250000000 -0.500000000       4
       1       5    7.747557118    9.137181956
       1       6   10.220087742   11.615681086
       1       7   11.995733164   13.544210379
       1       8   12.721294805   14.598699835
  0.000000000 -0.250000000 -0.250000000       4
       1       5    7.467479152    8.959279126
       1       6    8.805859070   10.212197745
       1       7   12.274688426   14.186989776
       1       8   12.274688426   14.186989776
  0.250000000  0.000000000  0.000000000       4
       1       5    6.963706553    8.537510304
       1       6   10.100404010   11.829897738
       1       7   10.100404010   11.829897738
       1       8   11.573192178   13.084620543
  0.250000000  0.000000000  0.250000000       4
       1       5    7.467479152    8.959279126
       1       6    8.805859070   10.212197745
       1       7   12.274688426   14.186989776
       1       8   12.274688426   14.186989776
  0.250000000  0.000000000  0.500000000       4
       1       5    7.747557118    9.137181956
       1       6   10.220087742   11.615681086
       1       7   11.995733164   13.544210377
       1       8   12.721294805   14.598699835
  0.250000000  0.000000000 -0.250000000       4
       1       5    8.225570084    9.783410197
       1       6   11.040115643   12.468877257
       1       7   11.181502346   12.876099755
       1       8   11.758710141   13.186476675
  0.250000000  0.250000000  0.000000000       4
       1       5    7.467479152    8.959279126
       1       6    8.805859070   10.212197745
       1       7   12.274688426   14.186989776
       1       8   12.274688426   14.186989776
  0.250000000  0.250000000  0.250000000       4
       1       5    6.963706553    8.537510304
       1       6   10.100404010   11.829897738
       1       7   10.100404010   11.829897738
       1       8   11.573192178   13.084620543
  0.250000000  0.250000000  0.500000000       4
       1       5    8.225570084    9.783410197
       1       6   11.040115643   12.468877254
       1       7   11.181502346   12.876099755
       1       8   11.758710141   13.186476679
  0.250000000  0.250000000 -0.250000000       4
       1       5    7.747557118    9.137181956
       1       6   10.220087742   11.615681084
       1       7   11.995733164   13.544210381
       1       8   12.721294805   14.598699835
  0.250000000  0.500000000  0.000000000       4
       1       5    7.747557118    9.137181956
       1       6   10.220087742   11.615681088
       1       7   11.995733164   13.544210379
       1       8   12.721294805   14.598699835
  0.250000000  0.500000000  0.250000000       4
       1       5    8.225570084    9.783410197
       1       6   11.040115643   12.468877255
       1       7   11.181502346   12.876099755
       1       8   11.758710141   13.186476681
  0.250000000  0.500000000  0.500000000       4
       1       5    7.747557118    9.137181956
       1       6   10.220087742   11.615681086
       1       7   11.995733164   13.544210384
       1       8   12.721294805   14.598699835
  0.250000000  0.500000000 -0.250000000       4
       1       5   10.080238749   11.707889935
       1       6   10.667939243   12.049797780
       1       7   11.115255899   12.664804698
       1       8   11.704286924   13.187239381
  0.250000000 -0.250000000  0.000000000       4
       1       5    8.225570084    9.783410197
       1       6   11.040115643   12.468877256
       1       7   11.181502346   12.876099755
       1       8   11.758710141   13.186476678
  0.250000000 -0.250000000  0.250000000       4
       1       5    7.747557118    9.137181956
       1       6   10.220087742   11.615681087
       1       7   11.995733164   13.544210391
       1       8   12.721294805   14.598699835
  0.250000000 -0.250000000 -0.500000000       4
       1       5   10.080238749   11.707889931
       1       6   10.667939243   12.049797780
       1       7   11.115255899   12.664804703
       1       8   11.704286924   13.187239380
  0.250000000 -0.250000000 -0.250000000       4
       1       5    7.747557118    9.137181956
       1       6   10.220087742   11.615681088
       1       7   11.995733164   13.544210373
       1       8   12.721294805   14.598699835
 -0.500000000  0.000000000  0.000000000       4
       1       5    6.401965918    7.870300948
       1       6   10.324821134   12.019418543
       1       7   10.324821134   12.019418543
       1       8   13.182130368   14.501047688
  0.500000000  0.000000000  0.250000000       4
       1       5    7.747557118    9.137181956
       1       6   10.220087742   11.615681086
       1       7   11.995733164   13.544210384
       1       8   12.721294805   14.598699835
 -0.500000000  0.000000000 -0.500000000       4
       1       5    7.230083066    8.356431981
       1       6    7.300200379    8.572463878
       1       7   15.979539343   18.039751995
       1       8   15.979539343   18.039751995
 -0.500000000  0.000000000 -0.250000000       4
       1       5    7.747557118    9.137181956
       1       6   10.220087742   11.615681086
       1       7   11.995733164   13.544210377
       1       8   12.721294805   14.598699835
  0.500000000  0.250000000  0.000000000       4
       1       5    7.747557118    9.137181956
       1       6   10.220087742   11.615681086
       1       7   11.995733164   13.544210382
       1       8   12.721294805   14.598699835
  0.500000000  0.250000000  0.250000000       4
       1       5    8.225570084    9.783410197
       1       6   11.040115643   12.468877262
       1       7   11.181502346   12.876099755
       1       8   11.758710141   13.186476679
  0.500000000  0.250000000  0.500000000       4
       1       5    7.747557118    9.137181956
       1       6   10.220087742   11.615681087
       1       7   11.995733164   13.544210371
       1       8   12.721294805   14.598699835
  0.500000000  0.250000000 -0.250000000       4
       1       5   10.080238749   11.707889934
       1       6   10.667939243   12.049797779
       1       7   11.115255899   12.664804697
       1       8   11.704286924   13.187239379
 -0.500000000 -0.500000000  0.000000000       4
       1       5    7.230083066    8.356431981
       1       6    7.300200379    8.572463878
       1       7   15.979539343   18.039751995
       1       8   15.979539343   18.039751995
  0.500000000  0.500000000  0.250000000       4
       1       5    7.747557118    9.137181955
       1       6   10.220087742   11.615681088
       1       7   11.995733164   13.544210378
       1       8   12.721294805   14.598699835
 -0.500000000 -0.500000000 -0.500000000       4
       1       5    6.401965918    7.870300948
       1       6   10.324821134   12.019418543
       1       7   10.324821134   12.019418543
       1       8   13.182130368   14.501047688
 -0.500000000 -0.500000000 -0.250000000       4
       1       5    7.747557118    9.137181956
       1       6   10.220087742   11.615681089
       1       7   11.995733164   13.544210369
       1       8   12.721294805   14.598699835
 -0.500000000 -0.250000000  0.000000000       4
       1       5    7.747557118    9.137181956
       1       6   10.220087742   11.615681086
       1       7   11.995733164   13.544210382
       1       8   12.721294805   14.598699835
  0.500000000 -0.250000000  0.250000000       4
       1       5   10.080238749   11.707889934
       1       6   10.667939243   12.049797779
       1       7   11.115255899   12.664804700
       1       8   11.704286924   13.187239381
 -0.500000000 -0.250000000 -0.500000000       4
       1       5    7.747557118    9.137181956
       1       6   10.220087742   11.615681088
       1       7   11.995733164   13.544210370
       1       8   12.721294805   14.598699835
 -0.500000000 -0.250000000 -0.250000000       4
       1       5    8.225570084    9.783410198
       1       6   11.040115643   12.468877268
       1       7   11.181502346   12.876099755
       1       8   11.758710141   13.186476675
 -0.250000000  0.000000000  0.000000000       4
       1       5    6.963706553    8.537510304
       1       6   10.100404010   11.829897738
       1       7   10.100404010   11.829897738
       1       8   11.573192178   13.084620543
 -0.250000000  0.000000000  0.250000000       4
       1       5    8.225570084    9.783410197
       1       6   11.040115643   12.468877256
       1       7   11.181502346   12.876099755
       1       8   11.758710141   13.186476681
 -0.250000000  0.000000000 -0.500000000       4
       1       5    7.747557118    9.137181956
       1       6   10.220087742   11.615681088
       1       7   11.995733164   13.544210382
       1       8   12.721294805   14.598699835
 -0.250000000  0.000000000 -0.250000000       4
       1       5    7.467479152    8.959279126
       1       6    8.805859070   10.212197744
       1       7   12.274688426   14.186989776
       1       8   12.274688426   14.186989776
 -0.250000000  0.250000000  0.000000000       4
       1       5    8.225570084    9.783410196
       1       6   11.040115643   12.468877256
       1       7   11.181502346   12.876099755
       1       8   11.758710141   13.186476684
 -0.250000000  0.250000000  0.250000000       4
       1       5    7.747557118    9.137181956
       1       6   10.220087742   11.615681089
       1       7   11.995733164   13.544210370
       1       8   12.721294805   14.598699835
 -0.250000000  0.250000000 -0.500000000       4
       1       5   10.080238749   11.707889935
       1       6   10.667939243   12.049797778
       1       7   11.115255899   12.664804696
       1       8   11.704286924   13.187239381
 -0.250000000  0.250000000 -0.250000000       4
       1       5    7.747557118    9.137181957
       1       6   10.220087742   11.615681087
       1       7   11.995733164   13.544210374
       1       8   12.721294805   14.598699835
 -0.250000000 -0.500000000  0.000000000       4
       1       5    7.747557118    9.137181957
       1       6   10.220087742   11.615681087
       1       7   11.995733164   13.544210380
       1       8   12.721294805   14.598699835
 -0.250000000  0.500000000  0.250000000       4
       1       5   10.080238749   11.707889931
       1       6   10.667939243   12.049797778
       1       7   11.115255899   12.664804698
       1       8   11.704286924   13.187239381
 -0.250000000 -0.500000000 -0.500000000       4
       1       5    7.747557118    9.137181955
       1       6   10.220087742   11.615681088
       1       7   11.995733164   13.544210376
       1       8   12.721294805   14.598699835
 -0.250000000 -0.500000000 -0.250000000       4
       1       5    8.225570084    9.783410197
       1       6   11.040115643   12.468877255
       1       7   11.181502346   12.876099755
       1       8   11.758710141   13.186476676
 -0.250000000 -0.250000000  0.000000000       4
       1       5    7.467479152    8.959279126
       1       6    8.805859070   10.212197745
       1       7   12.274688426   14.186989776
       1       8   12.274688426   14.186989776
 -0.250000000 -0.250000000  0.250000000       4
       1       5    7.747557118    9.137181956
       1       6   10.220087742   11.615681088
       1       7   11.995733164   13.544210385
       1       8   12.721294805   14.598699835
 -0.250000000 -0.250000000 -0.500000000       4
       1       5    8.225570084    9.783410197
       1       6   11.040115643   12.468877256
       1       7   11.181502346   12.876099755
       1       8   11.758710141   13.186476678
 -0.250000000 -0.250000000 -0.250000000       4
       1       5    6.963706553    8.537510304
       1       6   10.100404010   11.829897738
       1       7   10.100404010   11.829897738
       1       8   11.573192178   13.084620543
