  0.00000000E+00 -0.15718639E+01
  0.81821151E-02 -0.15906726E+01
  0.16364230E-01 -0.16170352E+01
  0.24546345E-01 -0.16461828E+01
  0.32728461E-01 -0.16764136E+01
  0.40910576E-01 -0.17070510E+01
  0.49092691E-01 -0.17377768E+01
  0.57274806E-01 -0.17684182E+01
  0.65456921E-01 -0.17988705E+01
  0.73639036E-01 -0.18290643E+01
  0.81821151E-01 -0.18589509E+01
  0.90003267E-01 -0.18884950E+01
  0.98185382E-01 -0.19176704E+01
  0.10636750E+00 -0.19464580E+01
  0.11454961E+00 -0.19748443E+01
  0.12273173E+00 -0.20028207E+01
  0.13091384E+00 -0.20303826E+01
  0.13909596E+00 -0.20575297E+01
  0.14727807E+00 -0.20842648E+01
  0.15546019E+00 -0.21105942E+01
  0.16364230E+00 -0.21365274E+01
  0.17182442E+00 -0.21620765E+01
  0.18000653E+00 -0.21872565E+01
  0.18818865E+00 -0.22120848E+01
  0.19637076E+00 -0.22365807E+01
  0.20455288E+00 -0.22607658E+01
  0.21273499E+00 -0.22846633E+01
  0.22091711E+00 -0.23082975E+01
  0.22909922E+00 -0.23316940E+01
  0.23728134E+00 -0.23548791E+01
  0.24546345E+00 -0.23778793E+01
  0.25364557E+00 -0.24007215E+01
  0.26182768E+00 -0.24234320E+01
  0.27000980E+00 -0.24460364E+01
  0.27819191E+00 -0.24685596E+01
  0.28637403E+00 -0.24910249E+01
  0.29455615E+00 -0.25134540E+01
  0.30273826E+00 -0.25358667E+01
  0.31092038E+00 -0.25582805E+01
  0.31910249E+00 -0.25807105E+01
  0.32728461E+00 -0.26031689E+01
  0.33546672E+00 -0.26256652E+01
  0.34364884E+00 -0.26482060E+01
  0.35183095E+00 -0.26707944E+01
  0.36001307E+00 -0.26934307E+01
  0.36819518E+00 -0.27161118E+01
  0.37637730E+00 -0.27388316E+01
  0.38455941E+00 -0.27615807E+01
  0.39274153E+00 -0.27843469E+01
  0.40092364E+00 -0.28071151E+01
  0.40910576E+00 -0.28298675E+01
  0.41728787E+00 -0.28525838E+01
  0.42546999E+00 -0.28752416E+01
  0.43365210E+00 -0.28978164E+01
  0.44183422E+00 -0.29202819E+01
  0.45001633E+00 -0.29426105E+01
  0.45819845E+00 -0.29647734E+01
  0.46638056E+00 -0.29867407E+01
  0.47456268E+00 -0.30084823E+01
  0.48274479E+00 -0.30299674E+01
  0.49092691E+00 -0.30511654E+01
  0.49910902E+00 -0.30720457E+01
  0.50729114E+00 -0.30925783E+01
  0.51547325E+00 -0.31127339E+01
  0.52365537E+00 -0.31324841E+01
  0.53183748E+00 -0.31518014E+01
  0.54001960E+00 -0.31706597E+01
  0.54820171E+00 -0.31890345E+01
  0.55638383E+00 -0.32069025E+01
  0.56456595E+00 -0.32242422E+01
  0.57274806E+00 -0.32410339E+01
  0.58093018E+00 -0.32572596E+01
  0.58911229E+00 -0.32729032E+01
  0.59729441E+00 -0.32879503E+01
  0.60547652E+00 -0.33023886E+01
  0.61365864E+00 -0.33162075E+01
  0.62184075E+00 -0.33293984E+01
  0.63002287E+00 -0.33419543E+01
  0.63820498E+00 -0.33538699E+01
  0.64638710E+00 -0.33651419E+01
  0.65456921E+00 -0.33757684E+01
  0.66275133E+00 -0.33857489E+01
  0.67093344E+00 -0.33950845E+01
  0.67911556E+00 -0.34037777E+01
  0.68729767E+00 -0.34118321E+01
  0.69547979E+00 -0.34192526E+01
  0.70366190E+00 -0.34260450E+01
  0.71184402E+00 -0.34322163E+01
  0.72002613E+00 -0.34377741E+01
  0.72820825E+00 -0.34427269E+01
  0.73639036E+00 -0.34470840E+01
  0.74457248E+00 -0.34508549E+01
  0.75275459E+00 -0.34540501E+01
  0.76093671E+00 -0.34566801E+01
  0.76911882E+00 -0.34587560E+01
  0.77730094E+00 -0.34602890E+01
  0.78548305E+00 -0.34612905E+01
  0.79366517E+00 -0.34617721E+01
  0.80184728E+00 -0.34617454E+01
  0.81002940E+00 -0.34612220E+01
  0.81824334E+00 -0.34602133E+01
  0.82645727E+00 -0.34617175E+01
  0.83467121E+00 -0.34646307E+01
  0.84288515E+00 -0.34689342E+01
  0.85109909E+00 -0.34746073E+01
  0.85931302E+00 -0.34816270E+01
  0.86752696E+00 -0.34899689E+01
  0.87574090E+00 -0.34996075E+01
  0.88395484E+00 -0.35105158E+01
  0.89216877E+00 -0.35226667E+01
  0.90038271E+00 -0.35360321E+01
  0.90859665E+00 -0.35505839E+01
  0.91681058E+00 -0.35662937E+01
  0.92502452E+00 -0.35831330E+01
  0.93323846E+00 -0.36010733E+01
  0.94145240E+00 -0.36200861E+01
  0.94966633E+00 -0.36401427E+01
  0.95788027E+00 -0.36612144E+01
  0.96609421E+00 -0.36832721E+01
  0.97430815E+00 -0.37062862E+01
  0.98252208E+00 -0.37302266E+01
  0.99073602E+00 -0.37550626E+01
  0.99894996E+00 -0.37807622E+01
  0.10071639E+01 -0.38072927E+01
  0.10153778E+01 -0.38346198E+01
  0.10235918E+01 -0.38627079E+01
  0.10318057E+01 -0.38915198E+01
  0.10400196E+01 -0.39210165E+01
  0.10482336E+01 -0.39511573E+01
  0.10564475E+01 -0.39818996E+01
  0.10646615E+01 -0.40131987E+01
  0.10728754E+01 -0.40450082E+01
  0.10810893E+01 -0.40772795E+01
  0.10893033E+01 -0.41099625E+01
  0.10975172E+01 -0.41430049E+01
  0.11057311E+01 -0.41763533E+01
  0.11139451E+01 -0.42099525E+01
  0.11221590E+01 -0.42437461E+01
  0.11303730E+01 -0.42776769E+01
  0.11385869E+01 -0.43116869E+01
  0.11468008E+01 -0.43457175E+01
  0.11550148E+01 -0.43797102E+01
  0.11632287E+01 -0.44136066E+01
  0.11714426E+01 -0.44473490E+01
  0.11796566E+01 -0.44808804E+01
  0.11878705E+01 -0.45141453E+01
  0.11960845E+01 -0.45470898E+01
  0.12042984E+01 -0.45796620E+01
  0.12125123E+01 -0.46118124E+01
  0.12207263E+01 -0.46434942E+01
  0.12289402E+01 -0.46746637E+01
  0.12371541E+01 -0.47052804E+01
  0.12453681E+01 -0.47353075E+01
  0.12535820E+01 -0.47647120E+01
  0.12617960E+01 -0.47934650E+01
  0.12700099E+01 -0.48215417E+01
  0.12782238E+01 -0.48489219E+01
  0.12864378E+01 -0.48755894E+01
  0.12946517E+01 -0.49015330E+01
  0.13028656E+01 -0.49267456E+01
  0.13110796E+01 -0.49512246E+01
  0.13192935E+01 -0.49749719E+01
  0.13275075E+01 -0.49979936E+01
  0.13357214E+01 -0.50202998E+01
  0.13439353E+01 -0.50419044E+01
  0.13521493E+01 -0.50628251E+01
  0.13603632E+01 -0.50830827E+01
  0.13685771E+01 -0.51027012E+01
  0.13767911E+01 -0.51217072E+01
  0.13850050E+01 -0.51401297E+01
  0.13932190E+01 -0.51579994E+01
  0.14014329E+01 -0.51753489E+01
  0.14096468E+01 -0.51922116E+01
  0.14178608E+01 -0.52086219E+01
  0.14260747E+01 -0.52246144E+01
  0.14342886E+01 -0.52402237E+01
  0.14425026E+01 -0.52554838E+01
  0.14507165E+01 -0.52704279E+01
  0.14589304E+01 -0.52850883E+01
  0.14671444E+01 -0.52994953E+01
  0.14753583E+01 -0.53136776E+01
  0.14835723E+01 -0.53276619E+01
  0.14917862E+01 -0.53414723E+01
  0.15000001E+01 -0.53551304E+01
  0.15082141E+01 -0.53686552E+01
  0.15164280E+01 -0.53820626E+01
  0.15246419E+01 -0.53953657E+01
  0.15328559E+01 -0.54085745E+01
  0.15410698E+01 -0.54216958E+01
  0.15492838E+01 -0.54347335E+01
  0.15574977E+01 -0.54476885E+01
  0.15657116E+01 -0.54605588E+01
  0.15739256E+01 -0.54733394E+01
  0.15821395E+01 -0.54860227E+01
  0.15903534E+01 -0.54985988E+01
  0.15985674E+01 -0.55110553E+01
  0.16067813E+01 -0.55233776E+01
