# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -6.12051559E+00  -6.23865972E+00  -1.18144130E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.97618350E-01   7.42345810E-01   1.44727460E-01
#    Nb          CH(vbm)          CH(cbm)             diff
    407  -5.43629674E+00  -5.38939463E+00   4.69021098E-02
    408  -5.43678627E+00  -5.39000510E+00   4.67811779E-02
    409  -5.43809750E+00  -5.39023707E+00   4.78604221E-02
    410  -5.43820055E+00  -5.39052808E+00   4.76724685E-02
    411  -5.43825555E+00  -5.39079025E+00   4.74652985E-02
    412  -5.43831055E+00  -5.39105242E+00   4.72581286E-02
    413  -5.43832485E+00  -5.39111113E+00   4.72137276E-02
    414  -5.44105514E+00  -5.39222268E+00   4.88324576E-02
    415  -5.44162270E+00  -5.39276377E+00   4.88589231E-02
    416  -5.44219025E+00  -5.39330486E+00   4.88853886E-02
    417  -5.44225582E+00  -5.39342568E+00   4.88301400E-02
    418  -5.44232138E+00  -5.39354649E+00   4.87748914E-02
    419  -5.44255096E+00  -5.39427548E+00   4.82754796E-02
    420  -5.44355331E+00  -5.39442554E+00   4.91277680E-02
    421  -5.44370692E+00  -5.39485543E+00   4.88514840E-02
    422  -5.44380489E+00  -5.39512129E+00   4.86836002E-02
    423  -5.44383512E+00  -5.39516884E+00   4.86662871E-02
    424  -5.44385135E+00  -5.39525570E+00   4.85956475E-02
    425  -5.44386758E+00  -5.39534257E+00   4.85250079E-02
    426  -5.44387157E+00  -5.39535176E+00   4.85198179E-02
    427  -5.44763705E+00  -5.39581576E+00   5.18212898E-02
    428  -5.44767843E+00  -5.39589576E+00   5.17826672E-02
    429  -5.44771981E+00  -5.39597576E+00   5.17440447E-02
    430  -5.44775587E+00  -5.39602645E+00   5.17294192E-02
    431  -5.44777188E+00  -5.39607189E+00   5.16999913E-02
    432  -5.44778071E+00  -5.39609352E+00   5.16871909E-02
    433  -5.44783317E+00  -5.39613293E+00   5.17002412E-02
    434  -5.44788562E+00  -5.39617233E+00   5.17132916E-02
    435  -5.44790564E+00  -5.39620380E+00   5.17018314E-02
    436  -5.44792565E+00  -5.39623528E+00   5.16903711E-02
    437  -5.44792606E+00  -5.39623781E+00   5.16882475E-02
    438  -5.44792626E+00  -5.39623894E+00   5.16873234E-02
    439  -5.44838138E+00  -5.39726830E+00   5.11130815E-02
    440  -5.44883649E+00  -5.39829765E+00   5.05388396E-02
    441  -5.44979102E+00  -5.39892331E+00   5.08677058E-02
    442  -5.45015405E+00  -5.40197119E+00   4.81828591E-02
    443  -5.45223273E+00  -5.40299060E+00   4.92421346E-02
    444  -5.45431142E+00  -5.40401001E+00   5.03014100E-02
    445  -5.45512696E+00  -5.40536089E+00   4.97660669E-02
    446  -5.45585766E+00  -5.40580150E+00   5.00561640E-02
    447  -5.45615711E+00  -5.41027557E+00   4.58815424E-02
    448  -5.45645656E+00  -5.41474963E+00   4.17069208E-02
    449  -5.45713990E+00  -5.41511517E+00   4.20247312E-02
    450  -5.45782325E+00  -5.41548070E+00   4.23425416E-02
    451  -5.45785747E+00  -5.41592061E+00   4.19368590E-02
    452  -5.45816883E+00  -5.41595906E+00   4.22097754E-02
    453  -5.45836569E+00  -5.41626364E+00   4.21020523E-02
    454  -5.45898256E+00  -5.41648897E+00   4.24935866E-02
    455  -5.45906874E+00  -5.41722659E+00   4.18421497E-02
    456  -5.45924539E+00  -5.41762417E+00   4.16212195E-02
    457  -5.45928141E+00  -5.41780811E+00   4.14733029E-02
    458  -5.45931743E+00  -5.41799204E+00   4.13253863E-02
    459  -5.45941549E+00  -5.41806997E+00   4.13455222E-02
    460  -5.45951355E+00  -5.41814790E+00   4.13656582E-02
    461  -5.45951703E+00  -5.41818086E+00   4.13361773E-02
    462  -5.45952796E+00  -5.41820454E+00   4.13234206E-02
    463  -5.45963130E+00  -5.42043700E+00   3.91942946E-02
    464  -5.45973463E+00  -5.42266946E+00   3.70651686E-02
    465  -5.46990071E+00  -5.42650337E+00   4.33973386E-02
    466  -5.47198630E+00  -5.42970959E+00   4.22767102E-02
    467  -5.47407189E+00  -5.43291581E+00   4.11560819E-02
    468  -5.47935450E+00  -5.43573688E+00   4.36176230E-02
    469  -5.48463711E+00  -5.43855795E+00   4.60791641E-02
    470  -5.48563089E+00  -5.44695063E+00   3.86802533E-02
    471  -5.49383854E+00  -5.45174061E+00   4.20979297E-02
    472  -5.49685105E+00  -5.45408490E+00   4.27661466E-02
    473  -5.49784623E+00  -5.46261934E+00   3.52268907E-02
    474  -5.49823864E+00  -5.46683465E+00   3.14039943E-02
    475  -5.49888594E+00  -5.47153219E+00   2.73537574E-02
    476  -5.50388045E+00  -5.47370276E+00   3.01776933E-02
    477  -5.50887496E+00  -5.47587333E+00   3.30016293E-02
    478  -5.51090304E+00  -5.47618905E+00   3.47139971E-02
    479  -5.51141067E+00  -5.47790062E+00   3.35100545E-02
    480  -5.51157027E+00  -5.47875806E+00   3.28122029E-02
    481  -5.51172986E+00  -5.47961551E+00   3.21143513E-02
    482  -5.51205825E+00  -5.48003415E+00   3.20240931E-02
    483  -5.51210460E+00  -5.48023303E+00   3.18715611E-02
    484  -5.51215094E+00  -5.48043192E+00   3.17190292E-02
    485  -5.51387623E+00  -5.48541169E+00   2.84645399E-02
    486  -5.51393355E+00  -5.48561130E+00   2.83222514E-02
    487  -5.51394026E+00  -5.48564004E+00   2.83002179E-02
    488  -5.51443039E+00  -5.48623463E+00   2.81957571E-02
    489  -5.51492052E+00  -5.48682923E+00   2.80912963E-02
    490  -5.51641937E+00  -5.48732764E+00   2.90917290E-02
    491  -5.51762828E+00  -5.48774220E+00   2.98860795E-02
    492  -5.51832175E+00  -5.49061784E+00   2.77039073E-02
    493  -5.51898740E+00  -5.49113231E+00   2.78550963E-02
    494  -5.51965306E+00  -5.49164677E+00   2.80062853E-02
    495  -5.52001781E+00  -5.49363448E+00   2.63833291E-02
    496  -5.52052729E+00  -5.49396308E+00   2.65642059E-02
    497  -5.52147610E+00  -5.49454772E+00   2.69283815E-02
    498  -5.52242491E+00  -5.49513236E+00   2.72925570E-02
    499  -5.52289724E+00  -5.49631391E+00   2.65833293E-02
