# k =  0.00000000E+00  0.00000000E+00  0.00000000E+00 spin= 1
 # n1 <i|Sigma_ch|i> (eV), partial sum
 #      nbands   ch(vbm)          ch(cbm)           diff        converged
      21 -0.72109684E+01 -0.72916847E+01 -0.80716297E-01 -0.33645126E+00
      22 -0.72451200E+01 -0.73386598E+01 -0.93539827E-01 -0.33645126E+00
      23 -0.72765847E+01 -0.73824781E+01 -0.10589340E+00 -0.33645126E+00
      24 -0.73040996E+01 -0.74212322E+01 -0.11713257E+00 -0.33645126E+00
      25 -0.73300776E+01 -0.74565748E+01 -0.12649718E+00 -0.33645126E+00
      26 -0.73513387E+01 -0.74865751E+01 -0.13523632E+00 -0.33645126E+00
      27 -0.73753004E+01 -0.75173036E+01 -0.14200328E+00 -0.33645126E+00
      28 -0.73944787E+01 -0.75433283E+01 -0.14884964E+00 -0.33645126E+00
      29 -0.74117838E+01 -0.75678347E+01 -0.15605089E+00 -0.33645126E+00
      30 -0.74291352E+01 -0.75905583E+01 -0.16142308E+00 -0.33645126E+00
      31 -0.74465805E+01 -0.76138352E+01 -0.16725472E+00 -0.33645126E+00
      32 -0.74614674E+01 -0.76344308E+01 -0.17296342E+00 -0.33645126E+00
