# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1       1     0.01347     0.27065     0.03184   -5.034438016   -5.551919618   -0.517481602
     1       1     0.07470     0.33188    -0.02939   -4.559022931   -5.110792897   -0.551769966
     1       1     0.13594     0.39311    -0.09062   -3.875481535   -4.447060372   -0.571578837
     1       1     0.19717     0.45434    -0.15186   -3.143231787   -3.738759836   -0.595528049
     1       1    -0.35392    -0.09675     0.39924   -3.036320745   -3.639176875   -0.602856130
     1       1    -0.29269    -0.03551     0.33800   -3.716152815   -4.285842160   -0.569689345
     1       1    -0.23146     0.02572     0.27677   -4.428421754   -4.975149115   -0.546727361
     1       1    -0.17023     0.08695     0.21554   -4.951574040   -5.474143414   -0.522569375
     1       1    -0.04776     0.08695     0.21554   -5.245700349   -5.760040106   -0.514339757
     1       1     0.01347     0.14818     0.15431   -5.365207953   -5.874948998   -0.509741045
     1       1     0.07470     0.20942     0.09307   -5.226653404   -5.736314597   -0.509661193
     1       1     0.13594     0.27065     0.03184   -4.835636286   -5.376242103   -0.540605817
     1       1     0.19717     0.33188    -0.02939   -4.218229257   -4.772316381   -0.554087124
     1       1     0.25840     0.39311    -0.09062   -3.466639882   -4.062600989   -0.595961107
     1       1    -0.29269    -0.15798     0.46047   -3.023827483   -3.627615410   -0.603787927
     1       1    -0.23146    -0.09675     0.39924   -3.520377264   -4.105289897   -0.584912633
     1       1    -0.17023    -0.03551     0.33800   -4.270129545   -4.834620380   -0.564490835
     1       1    -0.10899     0.02572     0.27677   -4.872849226   -5.403420699   -0.530571473
     1       1     0.01347     0.02572     0.27677   -4.999868807   -5.517352044   -0.517483237
     1       1     0.07470     0.08695     0.21554   -5.209273979   -5.721164815   -0.511890836
     1       1     0.13594     0.14818     0.15431   -5.161898845   -5.668199606   -0.506300761
     1       1     0.19717     0.20942     0.09307   -4.860640770   -5.393299233   -0.532658463
     1       1     0.25840     0.27065     0.03184   -4.322353378   -4.869273842   -0.546920464
     1       1     0.31963     0.33188    -0.02939   -3.602725870   -4.186510329   -0.583784459
     1       1     0.38087     0.39311    -0.09062   -2.947624890   -3.550466111   -0.602841221
     1       1    -0.17023    -0.15798     0.46047   -3.129774230   -3.717199824   -0.587425594
     1       1    -0.10899    -0.09675     0.39924   -3.872805175   -4.444360013   -0.571554838
     1       1    -0.04776    -0.03551     0.33800   -4.542838635   -5.082373666   -0.539535031
     1       1     0.07470    -0.03551     0.33800   -4.508776805   -5.065262811   -0.556486005
     1       1     0.13594     0.02572     0.27677   -4.801691151   -5.342298767   -0.540607615
     1       1     0.19717     0.08695     0.21554   -4.843596713   -5.379274740   -0.535678027
     1       1     0.25840     0.14818     0.15431   -4.634175346   -5.187263820   -0.553088475
     1       1     0.31963     0.20942     0.09307   -4.185205843   -4.750075840   -0.564869997
     1       1     0.38087     0.27065     0.03184   -3.530985592   -4.126851039   -0.595865448
     1       1     0.44210     0.33188    -0.02939   -2.795445337   -3.408836386   -0.613391049
     1       1    -0.10899    -0.21921     0.52170   -2.591029443   -3.207176624   -0.616147181
     1       1    -0.04776    -0.15798     0.46047   -3.260937417   -3.864818507   -0.603881089
     1       1     0.01347    -0.09675     0.39924   -3.978685478   -4.553637263   -0.574951786
     1       1     0.13594    -0.09675     0.39924   -3.814243415   -4.385826349   -0.571582935
     1       1     0.19717    -0.03551     0.33800   -4.170760748   -4.728309780   -0.557549032
     1       1     0.25840     0.02572     0.27677   -4.290322076   -4.837229234   -0.546907158
     1       1     0.31963     0.08695     0.21554   -4.169215683   -4.732573974   -0.563358291
     1       1     0.38087     0.14818     0.15431   -3.815242944   -4.386909470   -0.571666526
     1       1     0.44210     0.20942     0.09307   -3.254002157   -3.854416394   -0.600414237
     1       1     0.50333     0.27065     0.03184   -2.546825638   -3.164046477   -0.617220839
     1       1    -0.04776    -0.28044     0.58293   -1.985557989   -2.602822608   -0.617264619
     1       1     0.01347    -0.21921     0.52170   -2.514011666   -3.131468780   -0.617457114
     1       1     0.07470    -0.15798     0.46047   -3.242075344   -3.831575821   -0.589500477
     1       1     0.19717    -0.15798     0.46047   -3.094443668   -3.692568377   -0.598124709
     1       1     0.25840    -0.09675     0.39924   -3.418500364   -4.014398060   -0.595897696
     1       1     0.31963    -0.03551     0.33800   -3.562613319   -4.151365247   -0.588751928
     1       1     0.38087     0.02572     0.27677   -3.502627141   -4.098512692   -0.595885551
     1       1     0.44210     0.08695     0.21554   -3.239503559   -3.844017244   -0.604513685
     1       1     0.50333     0.14818     0.15431   -2.798928410   -3.413659554   -0.614731144
     1       1     0.56456     0.20942     0.09307   -2.247813381   -2.877988074   -0.630174693
     1       1    -0.59885     0.27065     0.03184   -1.820031369   -2.441651514   -0.621620145
     1       1    -0.53762     0.33188    -0.02939   -2.144886141   -2.761063584   -0.616177443
     1       1     0.13594    -0.21921     0.52170   -2.642529772   -3.253540822   -0.611011051
     1       1    -0.35392     0.39311    -0.09062   -3.058940497   -3.661884489   -0.602943991
     1       1    -0.29269     0.45434    -0.15186   -3.031041388   -3.635190587   -0.604149199
     1       1     0.38087    -0.09675     0.39924   -2.936171552   -3.539035306   -0.602863754
     1       1     0.44210    -0.03551     0.33800   -2.773547715   -3.385758749   -0.612211034
     1       1     0.50333     0.02572     0.27677   -2.524539118   -3.141666116   -0.617126997
     1       1     0.56456     0.08695     0.21554   -2.232200977   -2.860534602   -0.628333624
     1       1    -0.59885     0.14818     0.15431   -2.156701782   -2.790977543   -0.634275760
     1       1    -0.53762     0.20942     0.09307   -2.449212775   -3.073079280   -0.623866506
     1       1    -0.47639     0.27065     0.03184   -2.772387487   -3.389678940   -0.617291453
     1       1    -0.41516     0.33188    -0.02939   -2.982562548   -3.591387956   -0.608825408
     1       1    -0.29269     0.33188    -0.02939   -3.758604017   -4.321888322   -0.563284306
     1       1    -0.23146     0.39311    -0.09062   -3.572740135   -4.157635452   -0.584895318
     1       1    -0.17023     0.45434    -0.15186   -3.186264194   -3.769313544   -0.583049350
     1       1    -0.10899     0.51558    -0.21309   -2.642033405   -3.258317731   -0.616284326
     1       1    -0.04776     0.57681    -0.27432   -2.016336034   -2.633483060   -0.617147026
     1       1    -0.59885     0.02572     0.27677   -1.787196242   -2.408593428   -0.621397186
     1       1    -0.53762     0.08695     0.21554   -2.434714551   -3.057333048   -0.622618496
     1       1    -0.47639     0.14818     0.15431   -3.028927033   -3.622195294   -0.593268261
     1       1    -0.41516     0.20942     0.09307   -3.475500516   -4.059752367   -0.584251851
     1       1    -0.35392     0.27065     0.03184   -3.725804708   -4.297559967   -0.571755259
     1       1    -0.23146     0.27065     0.03184   -4.461084583   -5.007820124   -0.546735541
     1       1    -0.17023     0.33188    -0.02939   -4.318406457   -4.880752578   -0.562346121
     1       1    -0.10899     0.39311    -0.09062   -3.935278320   -4.506838548   -0.571560228
     1       1    -0.04776     0.45434    -0.15186   -3.334200302   -3.933891860   -0.599691558
     1       1     0.01347     0.51558    -0.21309   -2.589144110   -3.206587659   -0.617443549
     1       1    -0.53762    -0.03551     0.33800   -2.158061352   -2.774775821   -0.616714469
     1       1    -0.47639     0.02572     0.27677   -2.748787208   -3.366038080   -0.617250873
     1       1    -0.41516     0.08695     0.21554   -3.460643756   -4.049456662   -0.588812906
     1       1    -0.35392     0.14818     0.15431   -4.017463826   -4.588847971   -0.571384145
     1       1    -0.29269     0.20942     0.09307   -4.358445008   -4.914847407   -0.556402400
     1       1    -0.17023     0.20942     0.09307   -4.968682071   -5.486470391   -0.517788319
     1       1    -0.10899     0.27065     0.03184   -4.907058236   -5.437628199   -0.530569963
     1       1    -0.04776     0.33188    -0.02939   -4.593286534   -5.126356700   -0.533070167
     1       1     0.01347     0.39311    -0.09062   -4.043346268   -4.618317050   -0.574970782
     1       1     0.07470     0.45434    -0.15186   -3.313496097   -3.897843342   -0.584347245
     1       1     0.13594     0.51558    -0.21309   -2.680599890   -3.291991323   -0.611391434
     1       1    -0.41516    -0.03551     0.33800   -2.955058838   -3.562508464   -0.607449626
     1       1    -0.35392     0.02572     0.27677   -3.696368302   -4.268117033   -0.571748731
     1       1    -0.29269     0.08695     0.21554   -4.342140067   -4.895898455   -0.553758388
     1       1    -0.23146     0.14818     0.15431   -4.776932412   -5.307731383   -0.530798970
     1       1    -0.17023     0.20942     0.21554   -4.571839269   -5.136158456   -0.564319187
     1       1    -0.10899     0.27065     0.15431   -4.666649666   -5.226982420   -0.560332754
     1       1    -0.04776     0.33188     0.09307   -4.512531635   -5.077277499   -0.564745865
     1       1     0.01347     0.39311     0.03184   -4.113641760   -4.706737165   -0.593095405
     1       1     0.07470     0.45434    -0.02939   -3.492254498   -4.096169023   -0.603914525
     1       1     0.13594     0.51558    -0.09062   -2.736929224   -3.359980654   -0.623051429
     1       1    -0.41516    -0.03551     0.46047   -2.377157386   -3.005803670   -0.628646284
     1       1    -0.35392     0.02572     0.39924   -2.974591110   -3.579062239   -0.604471128
     1       1    -0.29269     0.08695     0.33800   -3.683106481   -4.279831834   -0.596725353
     1       1    -0.23146     0.14818     0.27677   -4.236140165   -4.804409161   -0.568268995
     1       1    -0.10899     0.14818     0.27677   -4.649210921   -5.211799239   -0.562588317
     1       1    -0.04776     0.20942     0.21554   -4.844004950   -5.386678850   -0.542673900
     1       1     0.01347     0.27065     0.15431   -4.786898972   -5.329812884   -0.542913912
