# neig  =     3072
# vol   =  0.138294347E+06
# nspin =        1
#       eig (eV)   abs(dipole)^2          dipole
  0.49655250E+01  0.90092124E+02  0.94916871E+01
  0.49841157E+01  0.74959595E+02 -0.86579209E+01
  0.50302838E+01  0.52240070E+01  0.22856087E+01
  0.50342967E+01  0.31397766E+02  0.56033710E+01
  0.50395508E+01  0.22830517E+02 -0.47781290E+01
  0.50617838E+01  0.22136200E+00  0.47049123E+00
  0.50903711E+01  0.14997809E+03 -0.12246554E+02
  0.51082179E+01  0.66274082E+01  0.25743753E+01
  0.51149886E+01  0.34326168E+02 -0.58588538E+01
  0.51194709E+01  0.12802984E+01  0.11315027E+01
  0.51406975E+01  0.33078097E+00 -0.57513561E+00
  0.51640493E+01  0.25516735E+02  0.50514092E+01
  0.51760158E+01  0.16891511E+03  0.12996735E+02
  0.51794627E+01  0.45233017E+01 -0.21268055E+01
  0.51850062E+01  0.53554903E+01 -0.23141932E+01
  0.52083542E+01  0.68102562E+02  0.82524276E+01
  0.52288688E+01  0.86786438E+00  0.93159239E+00
  0.52294411E+01  0.13451578E+01 -0.11598094E+01
  0.52342638E+01  0.83412237E+00 -0.91330300E+00
  0.52368462E+01  0.25189887E+02 -0.50189528E+01
  0.52612206E+01  0.78309046E+02  0.88492398E+01
  0.52634044E+01  0.25167026E+01 -0.15864119E+01
  0.52692424E+01  0.24726911E+02  0.49726161E+01
  0.52797777E+01  0.88576380E-02  0.94115025E-01
  0.52809713E+01  0.86458988E+00  0.92983325E+00
  0.52847960E+01  0.25715027E+01 -0.16035906E+01
  0.52969243E+01  0.75307942E+00 -0.86780149E+00
  0.53073019E+01  0.14637859E+00 -0.38259455E+00
  0.53114316E+01  0.10396237E+00 -0.32243196E+00
  0.53202109E+01  0.39602500E+01  0.19900377E+01
  0.53211257E+01  0.70703547E+01  0.26590139E+01
  0.53251698E+01  0.13010230E+02  0.36069697E+01
  0.53309938E+01  0.48882550E+01  0.22109398E+01
  0.53433793E+01  0.75961588E+00 -0.87155945E+00
  0.53456761E+01  0.41247885E+02  0.64224516E+01
  0.53470775E+01  0.10977387E+01  0.10477303E+01
  0.53501142E+01  0.99121961E+01 -0.31483640E+01
  0.53521528E+01  0.31159258E+02 -0.55820479E+01
  0.53587795E+01  0.12936964E-02 -0.35967992E-01
  0.53603850E+01  0.75854557E+01 -0.27541706E+01
  0.53660598E+01  0.65754969E+01 -0.25642732E+01
  0.53783182E+01  0.12329535E+00  0.35113437E+00
  0.53851311E+01  0.70410600E+01 -0.26534996E+01
  0.53975361E+01  0.17758663E+01 -0.13326163E+01
  0.54013846E+01  0.13295414E+02 -0.36462878E+01
  0.54042690E+01  0.90168115E+00  0.94956893E+00
  0.54089775E+01  0.17026383E-02 -0.41263038E-01
  0.54115850E+01  0.13874021E+02 -0.37247847E+01
  0.54200011E+01  0.76050813E+01 -0.27577312E+01
  0.54221401E+01  0.19719421E+02  0.44406554E+01
  0.54457093E+01  0.54906027E+02 -0.74098601E+01
  0.54490532E+01  0.31666712E+01 -0.17795143E+01
  0.54495253E+01  0.25134776E+02  0.50134594E+01
  0.54565363E+01  0.43684991E+00  0.66094623E+00
  0.54713177E+01  0.12744200E+02  0.35699020E+01
  0.54776787E+01  0.81897340E+00  0.90497149E+00
  0.54803446E+01  0.12013685E+02 -0.34660763E+01
  0.54851086E+01  0.21378171E+02 -0.46236534E+01
  0.54864688E+01  0.17301889E+01 -0.13153665E+01
  0.54927073E+01  0.27884829E+01  0.16698751E+01
  0.55020870E+01  0.98401463E+00  0.99197512E+00
  0.55066964E+01  0.76008108E+01  0.27569568E+01
  0.55084863E+01  0.45788075E+01 -0.21398148E+01
  0.55112255E+01  0.28296179E+01  0.16821468E+01
  0.55134512E+01  0.65155637E+01  0.25525602E+01
  0.55240447E+01  0.19157508E+02  0.43769291E+01
  0.55261231E+01  0.70242626E+01 -0.26503325E+01
  0.55296994E+01  0.13567960E+01 -0.11648159E+01
  0.55306591E+01  0.97637471E-01  0.31246995E+00
  0.55313692E+01  0.20443223E+01 -0.14297980E+01
  0.55334375E+01  0.75681126E+00  0.86994900E+00
  0.55381939E+01  0.18126421E+02  0.42575135E+01
  0.55450634E+01  0.10081210E+02 -0.31750921E+01
  0.55466184E+01  0.12754619E+02  0.35713609E+01
  0.55503682E+01  0.13874456E+02 -0.37248431E+01
  0.55523158E+01  0.12456105E+02  0.35293207E+01
  0.55557838E+01  0.55807781E+01  0.23623671E+01
  0.55613583E+01  0.49390621E+01 -0.22224001E+01
  0.55702553E+01  0.60512498E-01  0.24599288E+00
  0.55773978E+01  0.35357913E+01  0.18803700E+01
  0.55793484E+01  0.17974471E+00  0.42396310E+00
  0.55814115E+01  0.19947956E+00  0.44663135E+00
  0.55832222E+01  0.42111075E+01  0.20520983E+01
  0.55868522E+01  0.31608863E+01 -0.17778881E+01
  0.55955846E+01  0.11181935E+02  0.33439401E+01
  0.56054834E+01  0.85217390E+01  0.29192018E+01
  0.56068445E+01  0.11067117E+02 -0.33267277E+01
  0.56102190E+01  0.17121700E+02  0.41378375E+01
  0.56131955E+01  0.13798433E+00  0.37146242E+00
  0.56205410E+01  0.12895990E+01  0.11356051E+01
  0.56267838E+01  0.42343402E+01 -0.20577513E+01
  0.56302661E+01  0.52951628E-01  0.23011221E+00
  0.56318275E+01  0.84203108E+01 -0.29017772E+01
  0.56344650E+01  0.68526024E+00  0.82780447E+00
  0.56363325E+01  0.31058044E+01 -0.17623292E+01
  0.56384228E+01  0.84438270E+01  0.29058264E+01
  0.56431638E+01  0.86788837E+00  0.93160526E+00
  0.56478095E+01  0.56948092E+01  0.23863799E+01
  0.56491427E+01  0.40346953E+00  0.63519252E+00
  0.56512657E+01  0.50131773E-01  0.22390126E+00
