# k =  0.00000000E+00  0.00000000E+00  0.00000000E+00 spin= 1
 # n1 <i|Sigma_ch|i> (eV), partial sum
 #      nbands   ch(vbm)          ch(cbm)           diff        converged
      51 -0.13330754E+01 -0.10750538E+01  0.25802164E+00  0.77565906E-01
      52 -0.13852019E+01 -0.11065423E+01  0.27865960E+00  0.77565906E-01
      53 -0.14492968E+01 -0.11521771E+01  0.29711971E+00  0.77565906E-01
      54 -0.15122307E+01 -0.12021224E+01  0.31010829E+00  0.77565906E-01
      55 -0.16500641E+01 -0.12839490E+01  0.36611505E+00  0.77565906E-01
      56 -0.17334876E+01 -0.13536926E+01  0.37979498E+00  0.77565906E-01
      57 -0.19239569E+01 -0.14839431E+01  0.44001380E+00  0.77565906E-01
      58 -0.20986906E+01 -0.16059059E+01  0.49278468E+00  0.77565906E-01
      59 -0.22850590E+01 -0.17407329E+01  0.54432607E+00  0.77565906E-01
      60 -0.25473644E+01 -0.18984899E+01  0.64887453E+00  0.77565906E-01
      61 -0.27956817E+01 -0.20486153E+01  0.74706642E+00  0.77565906E-01
      62 -0.33096099E+01 -0.22352963E+01  0.10743136E+01  0.77565906E-01
      63 -0.37008551E+01 -0.23836156E+01  0.13172395E+01  0.77565906E-01
      64 -0.41615699E+01 -0.25557964E+01  0.16057735E+01  0.77565906E-01
      65 -0.42744667E+01 -0.29256604E+01  0.13488064E+01  0.77565906E-01
      66 -0.43576662E+01 -0.30679772E+01  0.12896890E+01  0.77565906E-01
      67 -0.44623733E+01 -0.33730307E+01  0.10893426E+01  0.77565906E-01
      68 -0.46090977E+01 -0.37404969E+01  0.86860084E+00  0.77565906E-01
      69 -0.46943517E+01 -0.38730768E+01  0.82127488E+00  0.77565906E-01
      70 -0.47887165E+01 -0.40283507E+01  0.76036577E+00  0.77565906E-01
      71 -0.49325637E+01 -0.42463313E+01  0.68623246E+00  0.77565906E-01
      72 -0.50297927E+01 -0.44304009E+01  0.59939178E+00  0.77565906E-01
      73 -0.51450228E+01 -0.46392912E+01  0.50573160E+00  0.77565906E-01
      74 -0.52024652E+01 -0.47502728E+01  0.45219238E+00  0.77565906E-01
      75 -0.52234520E+01 -0.47795889E+01  0.44386307E+00  0.77565906E-01
      76 -0.52314703E+01 -0.47892388E+01  0.44223145E+00  0.77565906E-01
      77 -0.52775046E+01 -0.48712186E+01  0.40628605E+00  0.77565906E-01
      78 -0.53018581E+01 -0.49083870E+01  0.39347117E+00  0.77565906E-01
      79 -0.53129074E+01 -0.49286071E+01  0.38430027E+00  0.77565906E-01
      80 -0.53269965E+01 -0.49541356E+01  0.37286088E+00  0.77565906E-01
      81 -0.53335993E+01 -0.49638466E+01  0.36975270E+00  0.77565906E-01
      82 -0.53375576E+01 -0.49696644E+01  0.36789327E+00  0.77565906E-01
      83 -0.53722075E+01 -0.50233422E+01  0.34886529E+00  0.77565906E-01
      84 -0.53848423E+01 -0.50411084E+01  0.34373392E+00  0.77565906E-01
      85 -0.54000336E+01 -0.50654997E+01  0.33453392E+00  0.77565906E-01
      86 -0.54276080E+01 -0.51060279E+01  0.32158014E+00  0.77565906E-01
      87 -0.54422050E+01 -0.51286289E+01  0.31357604E+00  0.77565906E-01
      88 -0.54595642E+01 -0.51553292E+01  0.30423498E+00  0.77565906E-01
      89 -0.54683468E+01 -0.51663557E+01  0.30199105E+00  0.77565906E-01
      90 -0.54696847E+01 -0.51675559E+01  0.30212886E+00  0.77565906E-01
      91 -0.54717655E+01 -0.51700318E+01  0.30173369E+00  0.77565906E-01
      92 -0.54734292E+01 -0.51721913E+01  0.30123784E+00  0.77565906E-01
      93 -0.54754279E+01 -0.51743694E+01  0.30105855E+00  0.77565906E-01
      94 -0.54822876E+01 -0.51833153E+01  0.29897224E+00  0.77565906E-01
      95 -0.54960905E+01 -0.52019549E+01  0.29413568E+00  0.77565906E-01
      96 -0.55050143E+01 -0.52138446E+01  0.29116968E+00  0.77565906E-01
      97 -0.55101870E+01 -0.52202235E+01  0.28996348E+00  0.77565906E-01
      98 -0.55273923E+01 -0.52452898E+01  0.28210245E+00  0.77565906E-01
      99 -0.55444191E+01 -0.52705370E+01  0.27388211E+00  0.77565906E-01
     100 -0.55505084E+01 -0.52751839E+01  0.27532459E+00  0.77565906E-01
     101 -0.55523933E+01 -0.52771015E+01  0.27529177E+00  0.77565906E-01
     102 -0.55608366E+01 -0.52882083E+01  0.27262824E+00  0.77565906E-01
     103 -0.55699931E+01 -0.53001390E+01  0.26985410E+00  0.77565906E-01
     104 -0.55729948E+01 -0.53031982E+01  0.26979658E+00  0.77565906E-01
     105 -0.55755161E+01 -0.53056885E+01  0.26982761E+00  0.77565906E-01
     106 -0.55938844E+01 -0.53326078E+01  0.26127658E+00  0.77565906E-01
     107 -0.56142333E+01 -0.53626903E+01  0.25154302E+00  0.77565906E-01
     108 -0.56193284E+01 -0.53697489E+01  0.24957950E+00  0.77565906E-01
     109 -0.56233709E+01 -0.53743575E+01  0.24901344E+00  0.77565906E-01
     110 -0.56274550E+01 -0.53794057E+01  0.24804928E+00  0.77565906E-01
     111 -0.56303600E+01 -0.53827406E+01  0.24761943E+00  0.77565906E-01
     112 -0.56337888E+01 -0.53868675E+01  0.24692131E+00  0.77565906E-01
     113 -0.56456243E+01 -0.54034197E+01  0.24220458E+00  0.77565906E-01
     114 -0.56557616E+01 -0.54177956E+01  0.23796598E+00  0.77565906E-01
     115 -0.56576537E+01 -0.54200072E+01  0.23764658E+00  0.77565906E-01
     116 -0.56612617E+01 -0.54242741E+01  0.23698757E+00  0.77565906E-01
     117 -0.56647161E+01 -0.54283278E+01  0.23638830E+00  0.77565906E-01
     118 -0.56682476E+01 -0.54326157E+01  0.23563192E+00  0.77565906E-01
     119 -0.56723171E+01 -0.54376254E+01  0.23469171E+00  0.77565906E-01
     120 -0.56753384E+01 -0.54409410E+01  0.23439742E+00  0.77565906E-01
     121 -0.56775621E+01 -0.54432104E+01  0.23435169E+00  0.77565906E-01
     122 -0.56800127E+01 -0.54456268E+01  0.23438595E+00  0.77565906E-01
     123 -0.56825939E+01 -0.54478701E+01  0.23472380E+00  0.77565906E-01
     124 -0.56848981E+01 -0.54507940E+01  0.23410415E+00  0.77565906E-01
     125 -0.56879239E+01 -0.54539881E+01  0.23393573E+00  0.77565906E-01
     126 -0.56913826E+01 -0.54590855E+01  0.23229706E+00  0.77565906E-01
     127 -0.56947855E+01 -0.54623412E+01  0.23244428E+00  0.77565906E-01
     128 -0.56996501E+01 -0.54666814E+01  0.23296862E+00  0.77565906E-01
     129 -0.57008857E+01 -0.54698056E+01  0.23108011E+00  0.77565906E-01
     130 -0.57034197E+01 -0.54723717E+01  0.23104795E+00  0.77565906E-01
     131 -0.57060022E+01 -0.54751928E+01  0.23080935E+00  0.77565906E-01
     132 -0.57093582E+01 -0.54789164E+01  0.23044182E+00  0.77565906E-01
# k =  0.00000000E+00  0.00000000E+00  0.37500000E+00 spin= 1
 # n1 <i|Sigma_ch|i> (eV), partial sum
 #      nbands   ch(vbm)          ch(cbm)           diff        converged
       1 -0.17086340E-01 -0.98493009E-02  0.72370393E-02  0.19134851E+00
       2 -0.35265158E-01 -0.18594119E-01  0.16671039E-01  0.19134851E+00
       3 -0.52741810E-01 -0.27861727E-01  0.24880083E-01  0.19134851E+00
       4 -0.73732885E-01 -0.38649417E-01  0.35083468E-01  0.19134851E+00
       5 -0.95373173E-01 -0.48894313E-01  0.46478860E-01  0.19134851E+00
       6 -0.11820889E+00 -0.62326371E-01  0.55882515E-01  0.19134851E+00
       7 -0.14122047E+00 -0.75644771E-01  0.65575701E-01  0.19134851E+00
       8 -0.15136635E+00 -0.90510035E-01  0.60856311E-01  0.19134851E+00
       9 -0.18284829E+00 -0.98931050E-01  0.83917242E-01  0.19134851E+00
      10 -0.19524579E+00 -0.11919125E+00  0.76054534E-01  0.19134851E+00
      11 -0.21371771E+00 -0.13431757E+00  0.79400141E-01  0.19134851E+00
      12 -0.22934429E+00 -0.14888292E+00  0.80461376E-01  0.19134851E+00
      13 -0.24066913E+00 -0.16940085E+00  0.71268285E-01  0.19134851E+00
      14 -0.27306954E+00 -0.18169968E+00  0.91369859E-01  0.19134851E+00
      15 -0.28715604E+00 -0.20415107E+00  0.83004962E-01  0.19134851E+00
      16 -0.33252322E+00 -0.21107486E+00  0.12144835E+00  0.19134851E+00
      17 -0.33949073E+00 -0.25581653E+00  0.83674196E-01  0.19134851E+00
      18 -0.35702834E+00 -0.26634173E+00  0.90686608E-01  0.19134851E+00
      19 -0.37022843E+00 -0.29383236E+00  0.76396076E-01  0.19134851E+00
      20 -0.38592411E+00 -0.30096373E+00  0.84960385E-01  0.19134851E+00
      21 -0.39655837E+00 -0.30928934E+00  0.87269026E-01  0.19134851E+00
      22 -0.40978267E+00 -0.32261461E+00  0.87168056E-01  0.19134851E+00
      23 -0.42249514E+00 -0.33391832E+00  0.88576810E-01  0.19134851E+00
      24 -0.43073555E+00 -0.35207533E+00  0.78660223E-01  0.19134851E+00
      25 -0.44251377E+00 -0.35794759E+00  0.84566182E-01  0.19134851E+00
      26 -0.45356641E+00 -0.36745445E+00  0.86111960E-01  0.19134851E+00
      27 -0.46071837E+00 -0.37963482E+00  0.81083545E-01  0.19134851E+00
      28 -0.46994909E+00 -0.38862687E+00  0.81322217E-01  0.19134851E+00
      29 -0.48042971E+00 -0.39730650E+00  0.83123209E-01  0.19134851E+00
      30 -0.48728903E+00 -0.40613444E+00  0.81154586E-01  0.19134851E+00
      31 -0.49408298E+00 -0.41453337E+00  0.79549612E-01  0.19134851E+00
      32 -0.52751548E+00 -0.43919759E+00  0.88317888E-01  0.19134851E+00
      33 -0.53566753E+00 -0.45146456E+00  0.84202967E-01  0.19134851E+00
      34 -0.60545186E+00 -0.50369787E+00  0.10175400E+00  0.19134851E+00
      35 -0.62663978E+00 -0.52403022E+00  0.10260957E+00  0.19134851E+00
      36 -0.64894931E+00 -0.54114144E+00  0.10780787E+00  0.19134851E+00
      37 -0.72687042E+00 -0.59731511E+00  0.12955531E+00  0.19134851E+00
      38 -0.80461103E+00 -0.65193610E+00  0.15267493E+00  0.19134851E+00
      39 -0.82735323E+00 -0.66775119E+00  0.15960205E+00  0.19134851E+00
      40 -0.84910260E+00 -0.68695621E+00  0.16214639E+00  0.19134851E+00
      41 -0.86956473E+00 -0.70632018E+00  0.16324455E+00  0.19134851E+00
      42 -0.89185599E+00 -0.72682658E+00  0.16502941E+00  0.19134851E+00
      43 -0.90713441E+00 -0.74278718E+00  0.16434724E+00  0.19134851E+00
      44 -0.97067833E+00 -0.79092334E+00  0.17975499E+00  0.19134851E+00
      45 -0.10359490E+01 -0.83926256E+00  0.19668646E+00  0.19134851E+00
      46 -0.10681781E+01 -0.85938465E+00  0.20879344E+00  0.19134851E+00
      47 -0.11029933E+01 -0.87876013E+00  0.22423318E+00  0.19134851E+00
      48 -0.12265119E+01 -0.94208499E+00  0.28442693E+00  0.19134851E+00
      49 -0.13617788E+01 -0.10216368E+01  0.34014196E+00  0.19134851E+00
      50 -0.13950079E+01 -0.10399728E+01  0.35503515E+00  0.19134851E+00
      51 -0.14211247E+01 -0.10566666E+01  0.36445813E+00  0.19134851E+00
      52 -0.14721701E+01 -0.10888426E+01  0.38332754E+00  0.19134851E+00
      53 -0.15326669E+01 -0.11316498E+01  0.40101717E+00  0.19134851E+00
      54 -0.16425929E+01 -0.11909248E+01  0.45166815E+00  0.19134851E+00
      55 -0.17545312E+01 -0.12623475E+01  0.49218374E+00  0.19134851E+00
      56 -0.18159658E+01 -0.13418802E+01  0.47408555E+00  0.19134851E+00
      57 -0.20223574E+01 -0.14463984E+01  0.57595900E+00  0.19134851E+00
      58 -0.21196935E+01 -0.15544419E+01  0.56525162E+00  0.19134851E+00
      59 -0.23576077E+01 -0.17219686E+01  0.63563908E+00  0.19134851E+00
      60 -0.26942245E+01 -0.18219564E+01  0.87226810E+00  0.19134851E+00
      61 -0.32452987E+01 -0.19339303E+01  0.13113684E+01  0.19134851E+00
      62 -0.33808116E+01 -0.21032531E+01  0.12775585E+01  0.19134851E+00
      63 -0.37962502E+01 -0.22178355E+01  0.15784147E+01  0.19134851E+00
      64 -0.43246050E+01 -0.23079808E+01  0.20166241E+01  0.19134851E+00
      65 -0.44012927E+01 -0.27221190E+01  0.16791738E+01  0.19134851E+00
      66 -0.45025012E+01 -0.30399789E+01  0.14625223E+01  0.19134851E+00
      67 -0.45960033E+01 -0.31574158E+01  0.14385874E+01  0.19134851E+00
      68 -0.46994599E+01 -0.33335302E+01  0.13659297E+01  0.19134851E+00
      69 -0.47871842E+01 -0.34865249E+01  0.13006593E+01  0.19134851E+00
      70 -0.48843364E+01 -0.36524310E+01  0.12319054E+01  0.19134851E+00
      71 -0.49710038E+01 -0.37501698E+01  0.12208340E+01  0.19134851E+00
      72 -0.50474478E+01 -0.40694880E+01  0.97795976E+00  0.19134851E+00
      73 -0.51237215E+01 -0.43240255E+01  0.79969601E+00  0.19134851E+00
      74 -0.51824728E+01 -0.44103042E+01  0.77216863E+00  0.19134851E+00
      75 -0.52158276E+01 -0.45081611E+01  0.70766657E+00  0.19134851E+00
      76 -0.52245880E+01 -0.45115334E+01  0.71305458E+00  0.19134851E+00
      77 -0.52653319E+01 -0.46099763E+01  0.65535557E+00  0.19134851E+00
      78 -0.52968210E+01 -0.46725090E+01  0.62431201E+00  0.19134851E+00
      79 -0.53075525E+01 -0.46769592E+01  0.63059327E+00  0.19134851E+00
      80 -0.53231064E+01 -0.47150124E+01  0.60809399E+00  0.19134851E+00
      81 -0.53313404E+01 -0.47310654E+01  0.60027496E+00  0.19134851E+00
      82 -0.53347397E+01 -0.47363524E+01  0.59838732E+00  0.19134851E+00
      83 -0.53626017E+01 -0.47878969E+01  0.57470484E+00  0.19134851E+00
      84 -0.53756749E+01 -0.48064154E+01  0.56925947E+00  0.19134851E+00
      85 -0.53913151E+01 -0.48328780E+01  0.55843710E+00  0.19134851E+00
      86 -0.54229543E+01 -0.48986107E+01  0.52434361E+00  0.19134851E+00
      87 -0.54344006E+01 -0.49198017E+01  0.51459887E+00  0.19134851E+00
      88 -0.54461075E+01 -0.49443476E+01  0.50175990E+00  0.19134851E+00
      89 -0.54567033E+01 -0.49664058E+01  0.49029745E+00  0.19134851E+00
      90 -0.54592574E+01 -0.49679911E+01  0.49126633E+00  0.19134851E+00
      91 -0.54621850E+01 -0.49698785E+01  0.49230643E+00  0.19134851E+00
      92 -0.54632230E+01 -0.49725437E+01  0.49067938E+00  0.19134851E+00
      93 -0.54646648E+01 -0.49738445E+01  0.49082033E+00  0.19134851E+00
      94 -0.54715218E+01 -0.49822271E+01  0.48929467E+00  0.19134851E+00
      95 -0.54848749E+01 -0.50003420E+01  0.48453281E+00  0.19134851E+00
      96 -0.54938015E+01 -0.50126317E+01  0.48116986E+00  0.19134851E+00
      97 -0.54973832E+01 -0.50213451E+01  0.47603812E+00  0.19134851E+00
      98 -0.55164431E+01 -0.50510110E+01  0.46543214E+00  0.19134851E+00
      99 -0.55338961E+01 -0.50819307E+01  0.45196537E+00  0.19134851E+00
     100 -0.55373807E+01 -0.50858469E+01  0.45153378E+00  0.19134851E+00
     101 -0.55408853E+01 -0.50871093E+01  0.45377604E+00  0.19134851E+00
     102 -0.55480656E+01 -0.50995351E+01  0.44853057E+00  0.19134851E+00
     103 -0.55565983E+01 -0.51113458E+01  0.44525258E+00  0.19134851E+00
     104 -0.55582591E+01 -0.51133153E+01  0.44494377E+00  0.19134851E+00
     105 -0.55602981E+01 -0.51167252E+01  0.44357294E+00  0.19134851E+00
     106 -0.55771636E+01 -0.51462172E+01  0.43094633E+00  0.19134851E+00
     107 -0.55963156E+01 -0.51820099E+01  0.41430574E+00  0.19134851E+00
     108 -0.56009148E+01 -0.51891853E+01  0.41172951E+00  0.19134851E+00
     109 -0.56058400E+01 -0.51928602E+01  0.41297982E+00  0.19134851E+00
     110 -0.56084398E+01 -0.51993116E+01  0.40912812E+00  0.19134851E+00
     111 -0.56107102E+01 -0.52024189E+01  0.40829133E+00  0.19134851E+00
     112 -0.56157120E+01 -0.52057554E+01  0.40995660E+00  0.19134851E+00
     113 -0.56261105E+01 -0.52260760E+01  0.40003446E+00  0.19134851E+00
     114 -0.56347791E+01 -0.52439762E+01  0.39080289E+00  0.19134851E+00
     115 -0.56368564E+01 -0.52463750E+01  0.39048139E+00  0.19134851E+00
     116 -0.56400195E+01 -0.52502436E+01  0.38977594E+00  0.19134851E+00
     117 -0.56426300E+01 -0.52547029E+01  0.38792709E+00  0.19134851E+00
     118 -0.56460833E+01 -0.52584845E+01  0.38759875E+00  0.19134851E+00
     119 -0.56497792E+01 -0.52627926E+01  0.38698659E+00  0.19134851E+00
     120 -0.56516899E+01 -0.52660045E+01  0.38568544E+00  0.19134851E+00
     121 -0.56538659E+01 -0.52687679E+01  0.38509798E+00  0.19134851E+00
     122 -0.56558845E+01 -0.52706046E+01  0.38527986E+00  0.19134851E+00
     123 -0.56580072E+01 -0.52732842E+01  0.38472303E+00  0.19134851E+00
     124 -0.56600008E+01 -0.52759676E+01  0.38403324E+00  0.19134851E+00
     125 -0.56638921E+01 -0.52783403E+01  0.38555178E+00  0.19134851E+00
     126 -0.56667461E+01 -0.52837166E+01  0.38302955E+00  0.19134851E+00
     127 -0.56697132E+01 -0.52862472E+01  0.38346607E+00  0.19134851E+00
     128 -0.56715128E+01 -0.52912529E+01  0.38025984E+00  0.19134851E+00
     129 -0.56728455E+01 -0.52943278E+01  0.37851765E+00  0.19134851E+00
     130 -0.56747533E+01 -0.52966296E+01  0.37812367E+00  0.19134851E+00
     131 -0.56777790E+01 -0.52985531E+01  0.37922582E+00  0.19134851E+00
     132 -0.56797961E+01 -0.53038849E+01  0.37591116E+00  0.19134851E+00
# k =  0.00000000E+00  0.00000000E+00  0.50000000E+00 spin= 1
 # n1 <i|Sigma_ch|i> (eV), partial sum
 #      nbands   ch(vbm)          ch(cbm)           diff        converged
       1 -0.17448178E-01 -0.81012993E-02  0.93468788E-02  0.33240834E+00
       2 -0.35833980E-01 -0.16985600E-01  0.18848380E-01  0.33240834E+00
       3 -0.54301941E-01 -0.25387540E-01  0.28914402E-01  0.33240834E+00
       4 -0.75882273E-01 -0.36577241E-01  0.39305032E-01  0.33240834E+00
       5 -0.97619721E-01 -0.47643101E-01  0.49976620E-01  0.33240834E+00
       6 -0.11945741E+00 -0.61937829E-01  0.57519583E-01  0.33240834E+00
       7 -0.14233794E+00 -0.77932236E-01  0.64405704E-01  0.33240834E+00
       8 -0.16124127E+00 -0.88281067E-01  0.72960202E-01  0.33240834E+00
       9 -0.17170466E+00 -0.11153378E+00  0.60170873E-01  0.33240834E+00
      10 -0.19311608E+00 -0.12058751E+00  0.72528570E-01  0.33240834E+00
      11 -0.20898503E+00 -0.13405131E+00  0.74933713E-01  0.33240834E+00
      12 -0.22706669E+00 -0.14777765E+00  0.79289042E-01  0.33240834E+00
      13 -0.26033182E+00 -0.15676277E+00  0.10356905E+00  0.33240834E+00
      14 -0.27212473E+00 -0.17673822E+00  0.95386505E-01  0.33240834E+00
      15 -0.32096536E+00 -0.18484113E+00  0.13612423E+00  0.33240834E+00
      16 -0.33507676E+00 -0.20753371E+00  0.12754305E+00  0.33240834E+00
      17 -0.35031922E+00 -0.21337801E+00  0.13694120E+00  0.33240834E+00
      18 -0.35929851E+00 -0.26388313E+00  0.95415380E-01  0.33240834E+00
      19 -0.37661461E+00 -0.27525327E+00  0.10136134E+00  0.33240834E+00
      20 -0.38874066E+00 -0.30023486E+00  0.88505796E-01  0.33240834E+00
      21 -0.40212596E+00 -0.31004835E+00  0.92077608E-01  0.33240834E+00
      22 -0.41359830E+00 -0.32093024E+00  0.92668058E-01  0.33240834E+00
      23 -0.42390633E+00 -0.33042420E+00  0.93482129E-01  0.33240834E+00
      24 -0.43902315E+00 -0.33876323E+00  0.10025992E+00  0.33240834E+00
      25 -0.44750498E+00 -0.35171427E+00  0.95790712E-01  0.33240834E+00
      26 -0.45450364E+00 -0.36330414E+00  0.91199504E-01  0.33240834E+00
      27 -0.46588856E+00 -0.37149734E+00  0.94391227E-01  0.33240834E+00
      28 -0.47683914E+00 -0.38035529E+00  0.96483848E-01  0.33240834E+00
      29 -0.48666981E+00 -0.38932765E+00  0.97342162E-01  0.33240834E+00
      30 -0.49326126E+00 -0.39694508E+00  0.96316187E-01  0.33240834E+00
      31 -0.50003830E+00 -0.40577988E+00  0.94258420E-01  0.33240834E+00
      32 -0.52980400E+00 -0.43459355E+00  0.95210451E-01  0.33240834E+00
      33 -0.54017838E+00 -0.44303091E+00  0.97147470E-01  0.33240834E+00
      34 -0.60876806E+00 -0.49537365E+00  0.11339441E+00  0.33240834E+00
      35 -0.63137324E+00 -0.51272155E+00  0.11865170E+00  0.33240834E+00
      36 -0.65240422E+00 -0.53307831E+00  0.11932592E+00  0.33240834E+00
      37 -0.72825020E+00 -0.58973509E+00  0.13851511E+00  0.33240834E+00
      38 -0.80325024E+00 -0.64722576E+00  0.15602449E+00  0.33240834E+00
      39 -0.82238115E+00 -0.66735442E+00  0.15502673E+00  0.33240834E+00
      40 -0.84250899E+00 -0.68440163E+00  0.15810736E+00  0.33240834E+00
      41 -0.86122644E+00 -0.70325976E+00  0.15796668E+00  0.33240834E+00
      42 -0.88089127E+00 -0.72601575E+00  0.15487551E+00  0.33240834E+00
      43 -0.89532903E+00 -0.74163408E+00  0.15369495E+00  0.33240834E+00
      44 -0.95629900E+00 -0.79257676E+00  0.16372224E+00  0.33240834E+00
      45 -0.10184028E+01 -0.84355313E+00  0.17484971E+00  0.33240834E+00
      46 -0.10505026E+01 -0.86469114E+00  0.18581149E+00  0.33240834E+00
      47 -0.10777636E+01 -0.88318100E+00  0.19458263E+00  0.33240834E+00
      48 -0.11978166E+01 -0.95289502E+00  0.24492154E+00  0.33240834E+00
      49 -0.13461914E+01 -0.10420120E+01  0.30417940E+00  0.33240834E+00
      50 -0.13577416E+01 -0.10556085E+01  0.30213313E+00  0.33240834E+00
      51 -0.13759888E+01 -0.10704582E+01  0.30553063E+00  0.33240834E+00
      52 -0.14383501E+01 -0.11052439E+01  0.33310623E+00  0.33240834E+00
      53 -0.15014443E+01 -0.11479421E+01  0.35350216E+00  0.33240834E+00
      54 -0.16039118E+01 -0.12073297E+01  0.39658212E+00  0.33240834E+00
      55 -0.17494334E+01 -0.12853578E+01  0.46407554E+00  0.33240834E+00
      56 -0.18364351E+01 -0.13199364E+01  0.51649868E+00  0.33240834E+00
      57 -0.19316359E+01 -0.14410347E+01  0.49060121E+00  0.33240834E+00
      58 -0.20753742E+01 -0.15506387E+01  0.52473546E+00  0.33240834E+00
      59 -0.23716463E+01 -0.16463095E+01  0.72533687E+00  0.33240834E+00
      60 -0.26392897E+01 -0.18275678E+01  0.81172185E+00  0.33240834E+00
      61 -0.27822153E+01 -0.19824896E+01  0.79972568E+00  0.33240834E+00
      62 -0.32869895E+01 -0.20877482E+01  0.11992413E+01  0.33240834E+00
      63 -0.39500357E+01 -0.21568253E+01  0.17932104E+01  0.33240834E+00
      64 -0.43534267E+01 -0.22666965E+01  0.20867302E+01  0.33240834E+00
      65 -0.44479980E+01 -0.25756494E+01  0.18723485E+01  0.33240834E+00
      66 -0.45175866E+01 -0.31136328E+01  0.14039538E+01  0.33240834E+00
      67 -0.46134332E+01 -0.33360651E+01  0.12773681E+01  0.33240834E+00
      68 -0.47155441E+01 -0.35816182E+01  0.11339258E+01  0.33240834E+00
      69 -0.47992599E+01 -0.36852231E+01  0.11140368E+01  0.33240834E+00
      70 -0.48896952E+01 -0.37729766E+01  0.11167186E+01  0.33240834E+00
      71 -0.49744213E+01 -0.38586096E+01  0.11158118E+01  0.33240834E+00
      72 -0.50542581E+01 -0.40156970E+01  0.10385611E+01  0.33240834E+00
      73 -0.51595184E+01 -0.42528768E+01  0.90664166E+00  0.33240834E+00
      74 -0.51970660E+01 -0.43929455E+01  0.80412050E+00  0.33240834E+00
      75 -0.52328991E+01 -0.44736984E+01  0.75920067E+00  0.33240834E+00
      76 -0.52417560E+01 -0.44896333E+01  0.75212273E+00  0.33240834E+00
      77 -0.52821790E+01 -0.45525978E+01  0.72958122E+00  0.33240834E+00
      78 -0.53180302E+01 -0.46360078E+01  0.68202238E+00  0.33240834E+00
      79 -0.53314444E+01 -0.46686073E+01  0.66283710E+00  0.33240834E+00
      80 -0.53447910E+01 -0.46797461E+01  0.66504481E+00  0.33240834E+00
      81 -0.53533871E+01 -0.46939167E+01  0.65947037E+00  0.33240834E+00
      82 -0.53568043E+01 -0.46998419E+01  0.65696245E+00  0.33240834E+00
      83 -0.53858661E+01 -0.47456718E+01  0.64019430E+00  0.33240834E+00
      84 -0.53989864E+01 -0.47637922E+01  0.63519419E+00  0.33240834E+00
      85 -0.54152923E+01 -0.47903673E+01  0.62492501E+00  0.33240834E+00
      86 -0.54487308E+01 -0.48504753E+01  0.59825556E+00  0.33240834E+00
      87 -0.54604871E+01 -0.48700397E+01  0.59044737E+00  0.33240834E+00
      88 -0.54727465E+01 -0.48911934E+01  0.58155313E+00  0.33240834E+00
      89 -0.54838128E+01 -0.49099802E+01  0.57383258E+00  0.33240834E+00
      90 -0.54857263E+01 -0.49121028E+01  0.57362348E+00  0.33240834E+00
      91 -0.54879553E+01 -0.49148887E+01  0.57306658E+00  0.33240834E+00
      92 -0.54902898E+01 -0.49160334E+01  0.57425640E+00  0.33240834E+00
      93 -0.54916912E+01 -0.49174284E+01  0.57426280E+00  0.33240834E+00
      94 -0.54987841E+01 -0.49253270E+01  0.57345711E+00  0.33240834E+00
      95 -0.55124735E+01 -0.49428849E+01  0.56958860E+00  0.33240834E+00
      96 -0.55206869E+01 -0.49559312E+01  0.56475571E+00  0.33240834E+00
      97 -0.55285022E+01 -0.49619673E+01  0.56653491E+00  0.33240834E+00
      98 -0.55449059E+01 -0.49909175E+01  0.55398845E+00  0.33240834E+00
      99 -0.55628820E+01 -0.50198046E+01  0.54307738E+00  0.33240834E+00
     100 -0.55666255E+01 -0.50235051E+01  0.54312042E+00  0.33240834E+00
     101 -0.55680950E+01 -0.50264335E+01  0.54166156E+00  0.33240834E+00
     102 -0.55775904E+01 -0.50363544E+01  0.54123600E+00  0.33240834E+00
     103 -0.55863645E+01 -0.50479595E+01  0.53840504E+00  0.33240834E+00
     104 -0.55880299E+01 -0.50495425E+01  0.53848742E+00  0.33240834E+00
     105 -0.55911028E+01 -0.50510373E+01  0.54006548E+00  0.33240834E+00
     106 -0.56074896E+01 -0.50797915E+01  0.52769809E+00  0.33240834E+00
     107 -0.56274581E+01 -0.51129119E+01  0.51454617E+00  0.33240834E+00
     108 -0.56323085E+01 -0.51198579E+01  0.51245058E+00  0.33240834E+00
     109 -0.56347995E+01 -0.51252737E+01  0.50952573E+00  0.33240834E+00
     110 -0.56399425E+01 -0.51291004E+01  0.51084212E+00  0.33240834E+00
     111 -0.56429635E+01 -0.51325023E+01  0.51046115E+00  0.33240834E+00
     112 -0.56452547E+01 -0.51384983E+01  0.50675639E+00  0.33240834E+00
     113 -0.56564952E+01 -0.51559731E+01  0.50052205E+00  0.33240834E+00
     114 -0.56666520E+01 -0.51713691E+01  0.49528289E+00  0.33240834E+00
     115 -0.56685613E+01 -0.51737058E+01  0.49485545E+00  0.33240834E+00
     116 -0.56720440E+01 -0.51770972E+01  0.49494683E+00  0.33240834E+00
     117 -0.56755806E+01 -0.51800800E+01  0.49550059E+00  0.33240834E+00
     118 -0.56776735E+01 -0.51851820E+01  0.49249147E+00  0.33240834E+00
     119 -0.56808682E+01 -0.51904428E+01  0.49042534E+00  0.33240834E+00
     120 -0.56839073E+01 -0.51928125E+01  0.49109475E+00  0.33240834E+00
