# k =  0.00000000E+00  0.00000000E+00  0.00000000E+00 spin= 1
 # n1 <i|Sigma_ch|i> (eV), partial sum
 #      nbands   ch(vbm)          ch(cbm)           diff        converged
      54 -0.14606427E+01 -0.15390695E+01 -0.78426715E-01 -0.11013574E+00
      55 -0.15429058E+01 -0.15994247E+01 -0.56518855E-01 -0.11013574E+00
      56 -0.16341001E+01 -0.16969097E+01 -0.62809628E-01 -0.11013574E+00
      57 -0.18037781E+01 -0.18291114E+01 -0.25333234E-01 -0.11013574E+00
      58 -0.19368803E+01 -0.19978471E+01 -0.60966741E-01 -0.11013574E+00
      59 -0.22134175E+01 -0.20977237E+01  0.11569383E+00 -0.11013574E+00
      60 -0.24471917E+01 -0.21975860E+01  0.24960564E+00 -0.11013574E+00
      61 -0.27524855E+01 -0.22940887E+01  0.45839676E+00 -0.11013574E+00
      62 -0.29368377E+01 -0.23906045E+01  0.54623319E+00 -0.11013574E+00
      63 -0.35142800E+01 -0.24983009E+01  0.10159791E+01 -0.11013574E+00
      64 -0.39181066E+01 -0.26060049E+01  0.13121016E+01 -0.11013574E+00
      65 -0.39977169E+01 -0.31470336E+01  0.85068329E+00 -0.11013574E+00
      66 -0.41548977E+01 -0.34286578E+01  0.72623988E+00 -0.11013574E+00
      67 -0.42611035E+01 -0.39505141E+01  0.31058932E+00 -0.11013574E+00
      68 -0.43979808E+01 -0.41401622E+01  0.25781860E+00 -0.11013574E+00
      69 -0.45759524E+01 -0.44258890E+01  0.15006334E+00 -0.11013574E+00
      70 -0.47819103E+01 -0.46171980E+01  0.16471236E+00 -0.11013574E+00
      71 -0.49168756E+01 -0.48299227E+01  0.86952878E-01 -0.11013574E+00
      72 -0.50075761E+01 -0.49177427E+01  0.89833423E-01 -0.11013574E+00
      73 -0.51159758E+01 -0.50051050E+01  0.11087087E+00 -0.11013574E+00
      74 -0.51493266E+01 -0.50482294E+01  0.10109721E+00 -0.11013574E+00
      75 -0.51925031E+01 -0.50851304E+01  0.10737279E+00 -0.11013574E+00
      76 -0.52025232E+01 -0.51102665E+01  0.92256705E-01 -0.11013574E+00
      77 -0.52321232E+01 -0.51689996E+01  0.63123559E-01 -0.11013574E+00
      78 -0.52741925E+01 -0.51951844E+01  0.79008108E-01 -0.11013574E+00
      79 -0.52868508E+01 -0.52100789E+01  0.76771880E-01 -0.11013574E+00
      80 -0.53024512E+01 -0.52281825E+01  0.74268601E-01 -0.11013574E+00
      81 -0.53121787E+01 -0.52358513E+01  0.76327421E-01 -0.11013574E+00
      82 -0.53149582E+01 -0.52412139E+01  0.73744281E-01 -0.11013574E+00
      83 -0.53370197E+01 -0.52863075E+01  0.50712189E-01 -0.11013574E+00
      84 -0.53517992E+01 -0.53187996E+01  0.32999585E-01 -0.11013574E+00
      85 -0.53675546E+01 -0.53368320E+01  0.30722558E-01 -0.11013574E+00
      86 -0.54084441E+01 -0.53652489E+01  0.43195191E-01 -0.11013574E+00
      87 -0.54182843E+01 -0.53894502E+01  0.28834121E-01 -0.11013574E+00
      88 -0.54257411E+01 -0.53989265E+01  0.26814590E-01 -0.11013574E+00
      89 -0.54416385E+01 -0.54065199E+01  0.35118633E-01 -0.11013574E+00
      90 -0.54440552E+01 -0.54078469E+01  0.36208269E-01 -0.11013574E+00
      91 -0.54463742E+01 -0.54095592E+01  0.36815072E-01 -0.11013574E+00
      92 -0.54477819E+01 -0.54109662E+01  0.36815650E-01 -0.11013574E+00
      93 -0.54487691E+01 -0.54119175E+01  0.36851558E-01 -0.11013574E+00
      94 -0.54560230E+01 -0.54263741E+01  0.29648902E-01 -0.11013574E+00
      95 -0.54703662E+01 -0.54620647E+01  0.83015247E-02 -0.11013574E+00
      96 -0.54802081E+01 -0.54847357E+01 -0.45275472E-02 -0.11013574E+00
      97 -0.54861771E+01 -0.54944995E+01 -0.83223640E-02 -0.11013574E+00
      98 -0.55041574E+01 -0.55131950E+01 -0.90376086E-02 -0.11013574E+00
      99 -0.55240708E+01 -0.55333646E+01 -0.92937669E-02 -0.11013574E+00
     100 -0.55272561E+01 -0.55423595E+01 -0.15103378E-01 -0.11013574E+00
     101 -0.55295478E+01 -0.55438232E+01 -0.14275400E-01 -0.11013574E+00
     102 -0.55382532E+01 -0.55598267E+01 -0.21573518E-01 -0.11013574E+00
     103 -0.55473586E+01 -0.55772629E+01 -0.29904280E-01 -0.11013574E+00
     104 -0.55484277E+01 -0.55791862E+01 -0.30758463E-01 -0.11013574E+00
     105 -0.55517558E+01 -0.55817828E+01 -0.30027005E-01 -0.11013574E+00
     106 -0.55689180E+01 -0.56011252E+01 -0.32207191E-01 -0.11013574E+00
     107 -0.55905629E+01 -0.56277335E+01 -0.37170610E-01 -0.11013574E+00
     108 -0.55959475E+01 -0.56374345E+01 -0.41487039E-01 -0.11013574E+00
     109 -0.56001528E+01 -0.56434487E+01 -0.43295897E-01 -0.11013574E+00
     110 -0.56042900E+01 -0.56493117E+01 -0.45021757E-01 -0.11013574E+00
     111 -0.56071359E+01 -0.56543156E+01 -0.47179665E-01 -0.11013574E+00
     112 -0.56104981E+01 -0.56583490E+01 -0.47850840E-01 -0.11013574E+00
     113 -0.56219472E+01 -0.56714379E+01 -0.49490736E-01 -0.11013574E+00
     114 -0.56323105E+01 -0.56836199E+01 -0.51309397E-01 -0.11013574E+00
     115 -0.56353671E+01 -0.56868166E+01 -0.51449465E-01 -0.11013574E+00
     116 -0.56390088E+01 -0.56916263E+01 -0.52617465E-01 -0.11013574E+00
     117 -0.56423539E+01 -0.56956053E+01 -0.53251378E-01 -0.11013574E+00
     118 -0.56459221E+01 -0.56999839E+01 -0.54061807E-01 -0.11013574E+00
     119 -0.56501753E+01 -0.57048069E+01 -0.54631666E-01 -0.11013574E+00
     120 -0.56527870E+01 -0.57080966E+01 -0.55309560E-01 -0.11013574E+00
     121 -0.56554888E+01 -0.57106555E+01 -0.55166727E-01 -0.11013574E+00
     122 -0.56575196E+01 -0.57130758E+01 -0.55556245E-01 -0.11013574E+00
     123 -0.56598793E+01 -0.57155046E+01 -0.55625368E-01 -0.11013574E+00
     124 -0.56629119E+01 -0.57186917E+01 -0.55779818E-01 -0.11013574E+00
     125 -0.56660576E+01 -0.57219120E+01 -0.55854410E-01 -0.11013574E+00
     126 -0.56699300E+01 -0.57256476E+01 -0.55717621E-01 -0.11013574E+00
     127 -0.56732096E+01 -0.57283160E+01 -0.55106420E-01 -0.11013574E+00
     128 -0.56745014E+01 -0.57308994E+01 -0.56398063E-01 -0.11013574E+00
     129 -0.56763369E+01 -0.57321251E+01 -0.55788224E-01 -0.11013574E+00
     130 -0.56785220E+01 -0.57349648E+01 -0.56442806E-01 -0.11013574E+00
     131 -0.56812310E+01 -0.57381619E+01 -0.56930968E-01 -0.11013574E+00
     132 -0.56842247E+01 -0.57419087E+01 -0.57684032E-01 -0.11013574E+00
